isins,timeSpan,nameTimeSpan,performanceTimeSpanPct,sharpeRatioAnnualised,sharpeRatio,excessReturn,volatility,maxDrawdown,countMonthsPositivePerformance,oneMonthHigh,oneMonthLow,highQuote,lowQuote,avgPrice
LU1727504430,1M,1 Monat,0.2221,0.1605,0.0138,0.2521,18.3329,-3.5662,100.0,2.0021,2.0021,157.94,151.97,154.97
LU1727504430,3M,3 Monate,4.3335,1.3312,0.3113,4.4135,14.1756,-5.3323,100.0,3.8895,0.2048,160.53,145.0,153.43
LU1727504430,1Y,1 Jahr,20.2162,1.5938,1.594,20.5162,12.8711,-8.6111,75.0,4.2396,-2.7528,160.53,130.22,145.71
LU1727504430,3Y,3 Jahre,75.2163,1.4117,5.1488,76.6563,14.8881,-24.3832,77.7778,11.6436,-9.1494,160.53,89.84,122.55
LU1727504430,5Y,5 Jahre,,,,,,,,,,,,
LU1727504430,10Y,10 Jahre,,,,,,,,,,,,
LU1727504430,CY,2021,20.427,,,,,,,,,,,
LU1727504430,1PA,2020,15.1145,,,,,,,,,,,
LU1727504430,2PA,2019,26.3923,,,,,,,,,,,
LU1727504430,3PA,2018,,,,,,,,,,,,
LU1727504430,4PA,2017,,,,,,,,,,,,
LU1727504430,5PA,2016,,,,,,,,,,,,
LU1727504430,SE,Seit Emission,58.4629,,,,,,,,,,,
LU1727504430,2Y,2 Jahre,,1.0737,2.339,39.2339,16.7738,-24.3832,75.0,11.6436,-9.1494,160.53,91.95,131.12
LU1727504430,4Y,4 Jahre,,,,,,,,,,,,
LU2262057305,1M,1 Monat,2.2235,1.6861,0.1315,2.2535,17.134,-3.9533,100.0,2.8609,2.8609,107.12,102.72,105.0
LU2262057305,3M,3 Monate,1.4498,0.4629,0.113,1.5298,13.5336,-5.7493,66.6667,2.8609,-2.4007,109.09,101.17,105.76
LU2262057305,1Y,1 Jahr,,,,,,,,,,,,
LU2262057305,3Y,3 Jahre,,,,,,,,,,,,
LU2262057305,5Y,5 Jahre,,,,,,,,,,,,
LU2262057305,10Y,10 Jahre,,,,,,,,,,,,
LU2262057305,CY,2021,7.2222,,,,,,,,,,,
LU2262057305,1PA,2020,,,,,,,,,,,,
LU2262057305,2PA,2019,,,,,,,,,,,,
LU2262057305,3PA,2018,,,,,,,,,,,,
LU2262057305,4PA,2017,,,,,,,,,,,,
LU2262057305,5PA,2016,,,,,,,,,,,,
LU2262057305,SE,Seit Emission,7.2222,,,,,,,,,,,
LU2262057305,2Y,2 Jahre,,,,,,,,,,,,
LU2262057305,4Y,4 Jahre,,,,,,,,,,,,
LU0401311831,1M,1 Monat,3.5969,2.6599,0.1856,3.6269,19.5409,-4.0254,100.0,3.0322,3.0322,31238.2,29889.9,30509.6
LU0401311831,3M,3 Monate,3.5316,0.8904,0.2107,3.6116,17.1375,-5.8737,66.6667,3.0322,-1.3467,31755.1,28715.1,30430.2
LU0401311831,1Y,1 Jahr,22.2317,1.6049,1.6194,22.5317,13.9134,-7.6311,75.0,4.199,-1.5095,31755.1,25301.0,28821.6
LU0401311831,3Y,3 Jahre,70.2948,1.0268,3.7052,71.7348,19.3607,-34.7283,72.2222,9.5354,-18.3847,31755.1,16125.5,24251.2
LU0401311831,5Y,5 Jahre,72.1437,0.7133,4.4634,73.6437,16.4995,-34.7283,70.0,9.5354,-18.3847,31755.1,16125.5,22617.6
LU0401311831,10Y,10 Jahre,,,,,,,,,,,,
LU0401311831,CY,2021,21.4277,,,,,,,,,,,
LU0401311831,1PA,2020,10.8573,,,,,,,,,,,
LU0401311831,2PA,2019,23.547,,,,,,,,,,,
LU0401311831,3PA,2018,-8.6394,,,,,,,,,,,
LU0401311831,4PA,2017,13.0169,,,,,,,,,,,
LU0401311831,5PA,2016,0.8216,,,,,,,,,,,
LU0401311831,SE,Seit Emission,207.499,,,,,,,,,,,
LU0401311831,2Y,2 Jahre,,0.7202,1.5514,34.3373,22.1337,-34.7283,66.6667,9.5354,-18.3847,31755.1,16125.5,25747.3
LU0401311831,4Y,4 Jahre,,0.624,2.9161,52.2624,17.922,-34.7283,68.75,9.5354,-18.3847,31755.1,16125.5,23348.6
IE00BMYDBG17,1M,1 Monat,1.1971,0.8999,0.0692,1.2271,17.7318,-3.9108,100.0,1.1971,1.1971,26.0085,24.8553,25.59
IE00BMYDBG17,3M,3 Monate,8.3177,3.1602,0.6965,8.3977,12.0563,-3.9108,100.0,4.3918,1.1971,26.0085,23.4597,24.91
IE00BMYDBG17,1Y,1 Jahr,,,,,,,,,,,,
IE00BMYDBG17,3Y,3 Jahre,,,,,,,,,,,,
IE00BMYDBG17,5Y,5 Jahre,,,,,,,,,,,,
IE00BMYDBG17,10Y,10 Jahre,,,,,,,,,,,,
IE00BMYDBG17,CY,2021,28.3296,,,,,,,,,,,
IE00BMYDBG17,1PA,2020,,,,,,,,,,,,
IE00BMYDBG17,2PA,2019,,,,,,,,,,,,
IE00BMYDBG17,3PA,2018,,,,,,,,,,,,
IE00BMYDBG17,4PA,2017,,,,,,,,,,,,
IE00BMYDBG17,5PA,2016,,,,,,,,,,,,
IE00BMYDBG17,SE,Seit Emission,28.3296,,,,,,,,,,,
IE00BMYDBG17,2Y,2 Jahre,,,,,,,,,,,,
IE00BMYDBG17,4Y,4 Jahre,,,,,,,,,,,,
IE00BMYDBM76,1M,1 Monat,1.2645,1.297,0.0971,1.6988,17.4905,-3.0764,100.0,1.6688,1.6688,29.1513,27.9678,28.62
IE00BMYDBM76,3M,3 Monate,9.9505,2.1455,0.4908,5.9032,12.0286,-3.3694,100.0,2.2059,1.6688,29.1513,26.8405,28.24
IE00BMYDBM76,1Y,1 Jahr,,,,,,,,,,,,
IE00BMYDBM76,3Y,3 Jahre,,,,,,,,,,,,
IE00BMYDBM76,5Y,5 Jahre,,,,,,,,,,,,
IE00BMYDBM76,10Y,10 Jahre,,,,,,,,,,,,
IE00BMYDBM76,CY,2021,29.6733,,,,,,,,,,,
IE00BMYDBM76,1PA,2020,,,,,,,,,,,,
IE00BMYDBM76,2PA,2019,,,,,,,,,,,,
IE00BMYDBM76,3PA,2018,,,,,,,,,,,,
IE00BMYDBM76,4PA,2017,,,,,,,,,,,,
IE00BMYDBM76,5PA,2016,,,,,,,,,,,,
IE00BMYDBM76,SE,Seit Emission,29.6733,,,,,,,,,,,
IE00BMYDBM76,2Y,2 Jahre,,,,,,,,,,,,
IE00BMYDBM76,4Y,4 Jahre,,,,,,,,,,,,
AT0000A1TRM7,1M,1 Monat,-0.2433,-1.1746,-0.1061,-0.2133,2.0101,-0.5256,0.0,-0.4552,-0.4552,98.93,98.41,98.77
AT0000A1TRM7,3M,3 Monate,-0.6261,-1.0013,-0.2525,-0.5461,2.1627,-0.9593,0.0,-0.0304,-0.4552,99.03,98.08,98.78
AT0000A1TRM7,1Y,1 Jahr,-1.5714,-0.789,-0.7878,-1.2714,1.6139,-2.0373,16.6667,0.81,-1.0401,101.13,98.08,99.66
AT0000A1TRM7,3Y,3 Jahre,2.5908,0.6552,1.9761,4.0308,2.0398,-4.3138,47.2222,1.0403,-2.1166,102.23,97.82,100.2
AT0000A1TRM7,5Y,5 Jahre,,,,,,,,,,,,
AT0000A1TRM7,10Y,10 Jahre,,,,,,,,,,,,
AT0000A1TRM7,CY,2021,-1.6688,,,,,,,,,,,
AT0000A1TRM7,1PA,2020,1.3205,,,,,,,,,,,
AT0000A1TRM7,2PA,2019,2.9721,,,,,,,,,,,
AT0000A1TRM7,3PA,2018,-0.4379,,,,,,,,,,,
AT0000A1TRM7,4PA,2017,,,,,,,,,,,,
AT0000A1TRM7,5PA,2016,,,,,,,,,,,,
AT0000A1TRM7,SE,Seit Emission,2.6927,,,,,,,,,,,
AT0000A1TRM7,2Y,2 Jahre,,0.0881,0.1759,0.3909,2.2221,-3.9379,41.6667,0.8176,-2.1166,101.83,97.82,100.0
AT0000A1TRM7,4Y,4 Jahre,,0.4561,1.8274,3.5593,1.9477,-4.3138,43.75,1.0403,-2.1166,102.23,97.59,99.97
AT0000A1TRL9,1M,1 Monat,-0.2447,-1.2045,-0.1088,-0.2147,1.9734,-0.5271,0.0,-0.4494,-0.4494,102.45,101.91,102.28
AT0000A1TRL9,3M,3 Monate,-0.6241,-1.0026,-0.2528,-0.5441,2.1523,-0.9653,0.0,-0.0294,-0.4494,102.56,101.57,102.29
AT0000A1TRL9,1Y,1 Jahr,-1.572,-0.7933,-0.7921,-1.272,1.6059,-2.0417,16.6667,0.8115,-1.0396,104.08,101.57,102.92
AT0000A1TRL9,3Y,3 Jahre,2.5886,0.6559,1.9782,4.0286,2.0365,-4.317,47.2222,1.0352,-2.1145,104.25,99.45,102.63
AT0000A1TRL9,5Y,5 Jahre,,,,,,,,,,,,
AT0000A1TRL9,10Y,10 Jahre,,,,,,,,,,,,
AT0000A1TRL9,CY,2021,-1.676,,,,,,,,,,,
AT0000A1TRL9,1PA,2020,1.3217,,,,,,,,,,,
AT0000A1TRL9,2PA,2019,2.9763,,,,,,,,,,,
AT0000A1TRL9,3PA,2018,-0.441,,,,,,,,,,,
AT0000A1TRL9,4PA,2017,,,,,,,,,,,,
AT0000A1TRL9,5PA,2016,,,,,,,,,,,,
AT0000A1TRL9,SE,Seit Emission,2.6849,,,,,,,,,,,
AT0000A1TRL9,2Y,2 Jahre,,0.0873,0.1743,0.3867,2.2185,-3.9391,41.6667,0.8224,-2.1145,104.25,99.74,102.87
AT0000A1TRL9,4Y,4 Jahre,,0.4559,1.8267,3.5541,1.9456,-4.317,43.75,1.0352,-2.1145,104.25,98.52,101.94
AT0000961016,1M,1 Monat,-0.264,-1.317,-0.1189,-0.234,1.9677,-0.5398,0.0,-0.4611,-0.4611,75.96,75.55,75.83
AT0000961016,3M,3 Monate,-0.6836,-1.11,-0.2801,-0.6036,2.1546,-0.9859,0.0,-0.0396,-0.4611,76.07,75.32,75.85
AT0000961016,1Y,1 Jahr,-1.8095,-0.9381,-0.9369,-1.5095,1.6112,-2.2468,16.6667,0.7904,-1.0685,77.83,75.32,76.6
AT0000961016,3Y,3 Jahre,1.8316,0.5334,1.605,3.2716,2.0384,-4.4464,44.4444,1.0093,-2.1317,78.94,75.32,77.22
AT0000961016,5Y,5 Jahre,1.1059,0.2786,1.3931,2.6059,1.8706,-4.4464,43.3333,1.0093,-2.1317,79.44,75.32,77.39
AT0000961016,10Y,10 Jahre,17.0356,0.65,7.0565,14.8856,2.1095,-4.4464,56.6667,2.4963,-2.1317,83.93,75.32,79.13
AT0000961016,CY,2021,-1.9105,,,,,,,,,,,
AT0000961016,1PA,2020,1.0739,,,,,,,,,,,
AT0000961016,2PA,2019,2.712,,,,,,,,,,,
AT0000961016,3PA,2018,-0.6728,,,,,,,,,,,
AT0000961016,4PA,2017,-0.0653,,,,,,,,,,,
AT0000961016,5PA,2016,1.7958,,,,,,,,,,,
AT0000961016,SE,Seit Emission,92.4258,,,,,,,,,,,
AT0000961016,2Y,2 Jahre,,-0.0223,-0.0447,-0.0991,2.2178,-3.9475,37.5,0.7989,-2.1317,78.53,75.32,76.96
AT0000961016,4Y,4 Jahre,,0.3296,1.3156,2.5609,1.9465,-4.4464,41.6667,1.0093,-2.1317,78.94,75.32,77.15
AT0000820014,1M,1 Monat,-0.2627,-1.291,-0.1166,-0.2327,1.9959,-0.5385,0.0,-0.4733,-0.4733,137.42,136.68,137.19
AT0000820014,3M,3 Monate,-0.683,-1.1086,-0.2797,-0.603,2.1556,-0.9809,0.0,-0.0511,-0.4733,137.63,136.28,137.23
AT0000820014,1Y,1 Jahr,-1.8161,-0.9444,-0.9431,-1.5161,1.6075,-2.2366,16.6667,0.7937,-1.0615,139.69,136.28,138.1
AT0000820014,3Y,3 Jahre,1.8263,0.533,1.6038,3.2663,2.0366,-4.4486,44.4444,1.0177,-2.1336,140.27,134.03,137.92
AT0000820014,5Y,5 Jahre,1.107,0.2789,1.3949,2.607,1.869,-4.4486,45.0,1.0177,-2.1336,140.27,132.87,136.87
AT0000820014,10Y,10 Jahre,17.0318,0.6499,7.055,14.8818,2.1094,-4.4486,57.5,2.487,-2.1336,140.27,120.77,134.71
AT0000820014,CY,2021,-1.9145,,,,,,,,,,,
AT0000820014,1PA,2020,1.0639,,,,,,,,,,,
AT0000820014,2PA,2019,2.721,,,,,,,,,,,
AT0000820014,3PA,2018,-0.6787,,,,,,,,,,,
AT0000820014,4PA,2017,-0.0499,,,,,,,,,,,
AT0000820014,5PA,2016,1.7896,,,,,,,,,,,
AT0000820014,SE,Seit Emission,86.7528,,,,,,,,,,,
AT0000820014,2Y,2 Jahre,,-0.025,-0.0502,-0.1113,2.2171,-3.9556,37.5,0.7972,-2.1336,139.95,134.03,138.12
AT0000820014,4Y,4 Jahre,,0.3283,1.3104,2.5492,1.9454,-4.4486,41.6667,1.0177,-2.1336,140.27,132.87,137.13
AT0000A09GV9,1M,1 Monat,0.6745,1.1571,0.0963,1.0017,10.4061,-1.7851,0.0,-0.647,-0.647,67865.2,66154.7,67009.5
AT0000A09GV9,3M,3 Monate,-0.1632,1.2272,0.2952,2.5325,8.5791,-2.0502,66.6667,1.3632,-0.647,67865.2,64908.4,66207.5
AT0000A09GV9,1Y,1 Jahr,-2.9439,-0.165,-0.1648,-1.2113,7.3521,-8.3155,50.0,4.1519,-4.6582,68424.7,62734.8,65702.2
AT0000A09GV9,3Y,3 Jahre,7.8923,1.0404,3.3453,25.2574,7.5501,-8.754,61.1111,4.1519,-4.6582,68753.6,53523.2,62512.8
AT0000A09GV9,5Y,5 Jahre,6.603,0.793,4.3553,28.8336,6.6204,-8.754,56.6667,4.1519,-4.6582,68753.6,51142.6,58723.5
AT0000A09GV9,10Y,10 Jahre,39.6222,0.6865,8.8617,66.2725,7.4785,-9.451,60.8333,5.8983,-5.409,68753.6,38141.6,52958.8
AT0000A09GV9,CY,2021,-3.3032,,,,,,,,,,,
AT0000A09GV9,1PA,2020,3.7112,,,,,,,,,,,
AT0000A09GV9,2PA,2019,7.5853,,,,,,,,,,,
AT0000A09GV9,3PA,2018,-0.754,,,,,,,,,,,
AT0000A09GV9,4PA,2017,-1.4702,,,,,,,,,,,
AT0000A09GV9,5PA,2016,3.0979,,,,,,,,,,,
AT0000A09GV9,SE,Seit Emission,52.9361,,,,,,,,,,,
AT0000A09GV9,2Y,2 Jahre,,0.7708,1.5878,12.8957,8.1216,-8.754,58.3333,4.1519,-4.6582,68753.6,59371.3,64932.1
AT0000A09GV9,4Y,4 Jahre,,0.9276,4.0458,28.4529,7.0327,-8.754,58.3333,4.1519,-4.6582,68753.6,51940.7,60395.9
DE000A2P3XX3,1M,1 Monat,-5.9221,-2.0855,-0.2469,-5.8921,23.8687,-7.6212,0.0,-4.7006,-4.7006,100.64,92.97,96.72
DE000A2P3XX3,3M,3 Monate,-5.6596,-1.4228,-0.3869,-5.5796,14.4197,-8.7277,33.3333,1.1457,-4.7006,101.86,92.97,98.98
DE000A2P3XX3,1Y,1 Jahr,,,,,,,,,,,,
DE000A2P3XX3,3Y,3 Jahre,,,,,,,,,,,,
DE000A2P3XX3,5Y,5 Jahre,,,,,,,,,,,,
DE000A2P3XX3,10Y,10 Jahre,,,,,,,,,,,,
DE000A2P3XX3,CY,2021,-5.32,,,,,,,,,,,
DE000A2P3XX3,1PA,2020,,,,,,,,,,,,
DE000A2P3XX3,2PA,2019,,,,,,,,,,,,
DE000A2P3XX3,3PA,2018,,,,,,,,,,,,
DE000A2P3XX3,4PA,2017,,,,,,,,,,,,
DE000A2P3XX3,5PA,2016,,,,,,,,,,,,
DE000A2P3XX3,SE,Seit Emission,-5.32,,,,,,,,,,,
DE000A2P3XX3,2Y,2 Jahre,,,,,,,,,,,,
DE000A2P3XX3,4Y,4 Jahre,,,,,,,,,,,,
IE00B6YX5C33,1M,1 Monat,-5.7652,-3.0136,-0.3386,-5.2894,15.6225,-8.1922,0.0,-5.3194,-5.3194,478.886,439.655,466.73
IE00B6YX5C33,3M,3 Monate,-0.6139,-0.748,-0.1976,-2.9737,15.048,-8.1922,33.3333,3.3543,-5.3194,478.886,439.655,465.05
IE00B6YX5C33,1Y,1 Jahr,23.8418,1.1874,1.1875,15.7399,13.2543,-8.1922,66.6667,5.9887,-5.3194,478.886,371.275,431.59
IE00B6YX5C33,3Y,3 Jahre,72.1347,0.9095,3.2921,73.1296,22.214,-33.7806,77.7778,22.4377,-30.8138,478.886,223.431,350.58
IE00B6YX5C33,5Y,5 Jahre,96.6995,0.8419,5.7473,109.962,19.1326,-33.7806,75.0,22.4377,-30.8138,478.886,223.431,314.84
IE00B6YX5C33,10Y,10 Jahre,,,,,,,,,,,,
IE00B6YX5C33,CY,2022,-7.4191,,,,,,,,,,,
IE00B6YX5C33,1PA,2021,37.8564,,,,,,,,,,,
IE00B6YX5C33,2PA,2020,8.3003,,,,,,,,,,,
IE00B6YX5C33,3PA,2019,33.8993,,,,,,,,,,,
IE00B6YX5C33,4PA,2018,-0.3266,,,,,,,,,,,
IE00B6YX5C33,5PA,2017,6.3986,,,,,,,,,,,
IE00B6YX5C33,SE,Seit Emission,326.294,,,,,,,,,,,
IE00B6YX5C33,2Y,2 Jahre,,0.6549,1.4177,36.7902,25.9513,-33.7806,75.0,22.4377,-30.8138,478.886,223.431,378.14
IE00B6YX5C33,4Y,4 Jahre,,0.6554,3.1905,67.3816,21.1193,-33.7806,72.9167,22.4377,-30.8138,478.886,223.431,331.5
IE00B7K93397,1M,1 Monat,-5.7783,-2.8633,-0.3219,-5.3025,16.4728,-8.2092,0.0,-5.3325,-5.3325,77.5383,71.173,75.53
IE00B7K93397,3M,3 Monate,-0.6433,-0.7348,-0.1942,-3.0016,15.4538,-8.2092,33.3333,3.3573,-5.3325,77.5383,71.173,75.13
IE00B7K93397,1Y,1 Jahr,23.7652,1.1625,1.1626,15.6744,13.4817,-8.2092,66.6667,5.9852,-5.3325,77.5383,60.1545,69.63
IE00B7K93397,3Y,3 Jahre,71.7408,0.9097,3.3006,72.9026,22.0875,-33.8153,77.7778,22.4217,-30.8343,77.5383,36.1039,56.6
IE00B7K93397,5Y,5 Jahre,96.3743,0.8416,5.7409,109.644,19.0987,-33.8153,75.0,22.4217,-30.8343,77.5383,36.1039,50.83
IE00B7K93397,10Y,10 Jahre,,,,,,,,,,,,
IE00B7K93397,CY,2022,-7.4343,,,,,,,,,,,
IE00B7K93397,1PA,2021,37.7937,,,,,,,,,,,
IE00B7K93397,2PA,2020,8.2,,,,,,,,,,,
IE00B7K93397,3PA,2019,33.9077,,,,,,,,,,,
IE00B7K93397,4PA,2018,-0.3721,,,,,,,,,,,
IE00B7K93397,5PA,2017,6.4321,,,,,,,,,,,
IE00B7K93397,SE,Seit Emission,330.742,,,,,,,,,,,
IE00B7K93397,2Y,2 Jahre,,0.6563,1.4203,36.5821,25.7572,-33.8153,75.0,22.4217,-30.8343,77.5383,36.1039,61.01
IE00B7K93397,4Y,4 Jahre,,0.6537,3.1801,67.1003,21.0998,-33.8153,72.9167,22.4217,-30.8343,77.5383,36.1039,53.57
IE00B5KQNG97,1M,1 Monat,-5.9869,-2.8683,-0.3226,-5.3102,16.4614,-8.2165,0.0,-5.3402,-5.3402,48.4931,44.2627,47.21
IE00B5KQNG97,3M,3 Monate,-0.4144,-0.7224,-0.1908,-2.9521,15.4719,-8.2165,33.3333,3.4122,-5.3402,48.4931,44.2627,46.98
IE00B5KQNG97,1Y,1 Jahr,23.6519,1.1634,1.1635,15.7042,13.4969,-8.2165,66.6667,5.9838,-5.3402,48.4931,37.3803,43.52
IE00B5KQNG97,3Y,3 Jahre,72.4898,0.8918,3.2409,73.6194,22.7159,-33.8276,77.7778,22.4079,-30.8522,48.4931,22.484,35.3
IE00B5KQNG97,5Y,5 Jahre,97.5544,0.8355,5.7149,110.86,19.3983,-33.8276,75.0,22.4079,-30.8522,48.4931,22.484,31.65
IE00B5KQNG97,10Y,10 Jahre,349.97,0.8762,17.6681,291.472,16.4971,-33.8276,71.6667,22.4079,-30.8522,48.4931,12.881,25.05
IE00B5KQNG97,CY,2022,-7.42,,,,,,,,,,,
IE00B5KQNG97,1PA,2021,38.1165,,,,,,,,,,,
IE00B5KQNG97,2PA,2020,8.5224,,,,,,,,,,,
IE00B5KQNG97,3PA,2019,33.7386,,,,,,,,,,,
IE00B5KQNG97,4PA,2018,-0.2095,,,,,,,,,,,
IE00B5KQNG97,5PA,2017,6.4324,,,,,,,,,,,
IE00B5KQNG97,SE,Seit Emission,448.07,,,,,,,,,,,
IE00B5KQNG97,2Y,2 Jahre,,0.6501,1.4086,37.2163,26.42,-33.8276,75.0,22.4079,-30.8522,48.4931,22.484,38.08
IE00B5KQNG97,4Y,4 Jahre,,0.6515,3.1766,68.0449,21.4205,-33.8276,72.9167,22.4079,-30.8522,48.4931,22.484,33.36
IE00BFMXXD54,1M,1 Monat,-6.0352,-3.1163,-0.3503,-5.3002,15.1304,-8.207,0.0,-5.3302,-5.3302,87.7542,80.5522,85.61
IE00BFMXXD54,3M,3 Monate,-0.5147,-0.7588,-0.2005,-2.9889,14.9046,-8.207,33.3333,3.3616,-5.3302,87.7542,80.5522,85.11
IE00BFMXXD54,1Y,1 Jahr,23.6287,1.1918,1.1919,15.7533,13.2166,-8.207,66.6667,5.9851,-5.3302,87.7542,67.2702,78.65
IE00BFMXXD54,3Y,3 Jahre,,,,,,,,,,,,
IE00BFMXXD54,5Y,5 Jahre,,,,,,,,,,,,
IE00BFMXXD54,10Y,10 Jahre,,,,,,,,,,,,
IE00BFMXXD54,CY,2022,-7.4719,,,,,,,,,,,
IE00BFMXXD54,1PA,2021,38.1106,,,,,,,,,,,
IE00BFMXXD54,2PA,2020,8.2894,,,,,,,,,,,
IE00BFMXXD54,3PA,2019,,,,,,,,,,,,
IE00BFMXXD54,4PA,2018,,,,,,,,,,,,
IE00BFMXXD54,5PA,2017,,,,,,,,,,,,
IE00BFMXXD54,SE,Seit Emission,59.0727,,,,,,,,,,,
IE00BFMXXD54,2Y,2 Jahre,,0.657,1.4225,36.867,25.917,-33.7995,75.0,22.4462,-30.8181,87.7542,40.0362,68.51
IE00BFMXXD54,4Y,4 Jahre,,,,,,,,,,,,
IE00B5BMR087,1M,1 Monat,-6.0362,-2.8636,-0.3219,-5.3012,16.4682,-8.2085,0.0,-5.3312,-5.3312,489.339,449.171,476.63
IE00B5BMR087,3M,3 Monate,-0.5158,-0.7322,-0.1935,-2.9899,15.4521,-8.2085,33.3333,3.3603,-5.3312,489.339,449.171,474.12
IE00B5BMR087,1Y,1 Jahr,23.6285,1.1673,1.1675,15.753,13.493,-8.2085,66.6667,5.9865,-5.3312,489.339,375.108,438.05
IE00B5BMR087,3Y,3 Jahre,72.1728,0.8932,3.2437,73.3173,22.6031,-33.8133,77.7778,22.4522,-30.8315,489.339,223.25,351.31
IE00B5BMR087,5Y,5 Jahre,96.4847,0.8304,5.6729,110.285,19.4408,-33.8133,75.0,22.4522,-30.8315,489.339,214.562,311.03
IE00B5BMR087,10Y,10 Jahre,348.363,0.6898,13.8866,290.379,20.9107,-33.8133,72.5,22.4522,-30.8315,489.339,108.54,237.84
IE00B5BMR087,CY,2022,-7.4729,,,,,,,,,,,
IE00B5BMR087,1PA,2021,38.1096,,,,,,,,,,,
IE00B5BMR087,2PA,2020,8.2693,,,,,,,,,,,
IE00B5BMR087,3PA,2019,33.4315,,,,,,,,,,,
IE00B5BMR087,4PA,2018,0.0848,,,,,,,,,,,
IE00B5BMR087,5PA,2017,6.637,,,,,,,,,,,
IE00B5BMR087,SE,Seit Emission,439.609,,,,,,,,,,,
IE00B5BMR087,2Y,2 Jahre,,0.6443,1.3949,36.8378,26.4089,-33.8133,75.0,22.4522,-30.8315,489.339,223.25,381.52
IE00B5BMR087,4Y,4 Jahre,,0.6453,3.143,67.5675,21.4978,-33.8133,72.9167,22.4522,-30.8315,489.339,223.25,329.95
IE00B3XXRP09,1M,1 Monat,-6.0351,-3.1163,-0.3503,-5.3001,15.1303,-8.2069,0.0,-5.3301,-5.3301,90.8524,83.3962,88.64
IE00B3XXRP09,3M,3 Monate,-0.5143,-0.7588,-0.2005,-2.9889,14.9046,-8.2069,33.3333,3.3615,-5.3301,90.8524,83.3962,88.26
IE00B3XXRP09,1Y,1 Jahr,23.6241,1.1918,1.1919,15.7533,13.2166,-8.2069,66.6667,5.9852,-5.3301,90.8524,70.4686,81.9
IE00B3XXRP09,3Y,3 Jahre,72.2215,0.9131,3.3064,73.3307,22.1787,-33.7995,77.7778,22.4463,-30.818,90.8524,42.6296,66.52
IE00B3XXRP09,5Y,5 Jahre,96.7479,0.8448,5.7694,110.16,19.0938,-33.7995,75.0,22.4463,-30.818,90.8524,42.6296,59.75
IE00B3XXRP09,10Y,10 Jahre,,,,,,,,,,,,
IE00B3XXRP09,CY,2022,-7.4718,,,,,,,,,,,
IE00B3XXRP09,1PA,2021,38.1054,,,,,,,,,,,
IE00B3XXRP09,2PA,2020,8.2985,,,,,,,,,,,
IE00B3XXRP09,3PA,2019,33.8165,,,,,,,,,,,
IE00B3XXRP09,4PA,2018,-0.3741,,,,,,,,,,,
IE00B3XXRP09,5PA,2017,6.4133,,,,,,,,,,,
IE00B3XXRP09,SE,Seit Emission,327.566,,,,,,,,,,,
IE00B3XXRP09,2Y,2 Jahre,,0.657,1.4225,36.867,25.9169,-33.7995,75.0,22.4463,-30.818,90.8524,42.6296,71.76
IE00B3XXRP09,4Y,4 Jahre,,0.6579,3.2036,67.519,21.0757,-33.7995,72.9167,22.4463,-30.818,90.8524,42.6296,62.91
IE00B42TW061,1M,1 Monat,4.5326,3.6571,0.2666,2.8361,10.6364,-1.5254,100.0,2.8061,2.8061,75.8752,72.6784,74.39
IE00B42TW061,3M,3 Monate,5.4137,1.5757,0.3708,4.7945,12.9313,-4.4751,100.0,2.8061,0.6863,75.8752,70.1164,72.84
IE00B42TW061,1Y,1 Jahr,22.1736,1.2926,1.2928,15.8419,12.254,-4.5794,75.0,3.1457,-1.5201,75.8752,62.9507,69.91
IE00B42TW061,3Y,3 Jahre,26.5712,0.3442,1.0951,21.5789,19.7046,-34.1999,66.6667,12.9158,-29.3761,77.5579,49.6617,68.23
IE00B42TW061,5Y,5 Jahre,33.3046,0.3273,1.808,30.4028,16.8155,-34.1999,60.0,12.9158,-29.3761,79.0832,49.6617,70.37
IE00B42TW061,10Y,10 Jahre,92.102,0.4162,5.7341,89.7886,15.6588,-34.1999,62.5,12.9158,-29.3761,79.0832,49.6617,67.36
IE00B42TW061,CY,2022,1.8289,,,,,,,,,,,
IE00B42TW061,1PA,2021,26.1414,,,,,,,,,,,
IE00B42TW061,2PA,2020,-16.2778,,,,,,,,,,,
IE00B42TW061,3PA,2019,24.4281,,,,,,,,,,,
IE00B42TW061,4PA,2018,-7.7474,,,,,,,,,,,
IE00B42TW061,5PA,2017,7.2689,,,,,,,,,,,
IE00B42TW061,SE,Seit Emission,125.364,,,,,,,,,,,
IE00B42TW061,2Y,2 Jahre,,0.1336,0.2706,6.1217,22.6226,-33.6462,66.6667,12.9158,-29.3761,76.3649,49.6617,65.9
IE00B42TW061,4Y,4 Jahre,,0.2221,0.9352,17.137,18.3247,-34.1999,60.4167,12.9158,-29.3761,79.0832,49.6617,69.46
IE00BFMXYP42,1M,1 Monat,4.5265,3.7508,0.2734,2.839,10.3832,-1.5284,100.0,2.809,2.809,34.6108,33.1506,33.97
IE00BFMXYP42,3M,3 Monate,5.4058,1.5875,0.3736,4.795,12.8361,-4.4767,100.0,2.809,0.6839,34.6108,31.9813,33.25
IE00BFMXYP42,1Y,1 Jahr,22.1498,1.303,1.3032,15.8155,12.1363,-4.5878,75.0,3.1424,-1.5171,34.6108,28.1505,31.58
IE00BFMXYP42,3Y,3 Jahre,,,,,,,,,,,,
IE00BFMXYP42,5Y,5 Jahre,,,,,,,,,,,,
